subject	subject_label	object	object_label	ordo_id	ordo_id_label	preferred_object	preferred_object_label	preferred_edge_source	preferred_edge_source_label
MONDO:0015517	common variable immunodeficiency	MONDO:0015356	hereditary neoplastic syndrome	Orphanet:1572	None	MONDO:0016463	syndromic agammaglobulinemia	NCIT:C26725	None
MONDO:0015528	congenital epulis	MONDO:0006424	soft tissue neoplasm	Orphanet:157826	None	MONDO:0003396	epulis	DOID:7280	None
MONDO:0015528	congenital epulis	MONDO:0006424	soft tissue neoplasm	Orphanet:157826	None	MONDO:0006499	hamartoma	NCIT:C4675	None
MONDO:0015528	congenital epulis	MONDO:0006424	soft tissue neoplasm	Orphanet:157826	None	MONDO:0006499	hamartoma	NCIT:C4675/inferred	None
MONDO:0015538	indeterminate dendritic cell tumor	MONDO:0015531	non-Langerhans cell histiocytosis	Orphanet:158019	None	MONDO:0006247	histiocytic and dendritic cell neoplasm	NCIT:C81767	None
MONDO:0015635	porokeratotic eccrine ostial and dermal duct nevus	MONDO:0005073	melanocytic nevus	Orphanet:166286	None	MONDO:0024482	eccrine sweat gland hamartoma	NCIT:C4740	None
MONDO:0015661	dextrocardia	MONDO:0018677	visceral heterotaxy	Orphanet:1666	None	MONDO:0005453	congenital heart disease	DOID:9565	None
MONDO:0015661	dextrocardia	MONDO:0018677	visceral heterotaxy	Orphanet:1666	None	MONDO:0005453	congenital heart disease	MESH:D003914	None
MONDO:0015691	hypereosinophilic syndrome	MONDO:0016345	non-familial restrictive cardiomyopathy	Orphanet:168956	None	MONDO:0002254	syndromic disease	MONDO:Redundant	None
MONDO:0015691	hypereosinophilic syndrome	MONDO:0016345	non-familial restrictive cardiomyopathy	Orphanet:168956	None	MONDO:0002254	syndromic disease	NCIT:C27038	None
MONDO:0015770	congenital hypogonadotropic hypogonadism	MONDO:0019824	non-acquired pituitary hormone deficiency	Orphanet:174590	None	MONDO:0005372	male infertility	MONDO:0018386-obsoleted	None
MONDO:0015770	congenital hypogonadotropic hypogonadism	MONDO:0019824	non-acquired pituitary hormone deficiency	Orphanet:174590	None	MONDO:0005372	male infertility	MONDO:0018405-obsoleted	None
MONDO:0015770	congenital hypogonadotropic hypogonadism	MONDO:0019824	non-acquired pituitary hormone deficiency	Orphanet:174590	None	MONDO:0016072	anomaly of puberty or/and menstrual cycle of genetic origin	MONDO:Redundant	None
MONDO:0015770	congenital hypogonadotropic hypogonadism	MONDO:0019824	non-acquired pituitary hormone deficiency	Orphanet:174590	None	MONDO:0018555	hypogonadotropic hypogonadism	NCIT:C120162	None
MONDO:0015779	45,X/46,XY mixed gonadal dysgenesis	MONDO:0017975	sex chromosome disorder of sex development	Orphanet:1772	None	MONDO:0001967	gonadal dysgenesis	NCIT:C120199	None
MONDO:0015892	growth hormone insensitivity syndrome	MONDO:0015514	hereditary endocrine growth disease	Orphanet:181393	None	MONDO:0002254	syndromic disease	NCIT:C129867	None
MONDO:0015903	hyperalphalipoproteinemia	MONDO:0021187	hyperlipidemia	Orphanet:181428	None	MONDO:0037748	hyperlipoproteinemia	NCIT:C128806	None
MONDO:0015987	scimitar syndrome	MONDO:0020292	congenital anomaly of the great arteries	Orphanet:185	None	MONDO:0002254	syndromic disease	NCIT:C85056	None
MONDO:0015987	scimitar syndrome	MONDO:0020292	congenital anomaly of the great arteries	Orphanet:185	None	MONDO:0017705	congenital pulmonary venous return anomaly	MONDO:cjm	None
MONDO:0016011	fetal alcohol syndrome	MONDO:0016677	toxic or drug-related embryofetopathy	Orphanet:1915	None	MONDO:0000408	fetal alcohol spectrum disorder	DOID:0050665	None
MONDO:0016011	fetal alcohol syndrome	MONDO:0016677	toxic or drug-related embryofetopathy	Orphanet:1915	None	MONDO:0000408	fetal alcohol spectrum disorder	DOID:0050667	None
MONDO:0016011	fetal alcohol syndrome	MONDO:0016677	toxic or drug-related embryofetopathy	Orphanet:1915	None	MONDO:0002254	syndromic disease	NCIT:C84713	None
MONDO:0016016	toluene embryopathy	MONDO:0016677	toxic or drug-related embryofetopathy	Orphanet:1920	None	MONDO:0700092	neurodevelopmental disorder	https://orcid.org/0000-0002-4142-7153	None
MONDO:0016017	methimazole embryofetopathy	MONDO:0016677	toxic or drug-related embryofetopathy	Orphanet:1923	None	MONDO:0002254	syndromic disease	MONDO:cjm	None
MONDO:0016019	Rasmussen subacute encephalitis	MONDO:0020068	postinfectious encephalitis	Orphanet:1929	None	MONDO:0100028	immune epilepsy	https://orcid.org/0000-0001-8486-0558	None
MONDO:0016030	Evans syndrome	MONDO:0019098	autoimmune thrombocytopenia	Orphanet:1959	None	MONDO:0002254	syndromic disease	NCIT:C61284	None
MONDO:0016030	Evans syndrome	MONDO:0019098	autoimmune thrombocytopenia	Orphanet:1959	None	MONDO:0004680	primary thrombocytopenia	DOID:8931	None
MONDO:0016030	Evans syndrome	MONDO:0019098	autoimmune thrombocytopenia	Orphanet:1959	None	MONDO:0020108	autoimmune hemolytic anemia	MESH:C536380	None
MONDO:0016038	calcified aponeurotic fibroma	MONDO:0016037	superficial Fibromatosis	Orphanet:199260	None	MONDO:0005167	fibroma	NCIT:C4818	None
MONDO:0016070	hereditary gingival fibromatosis	MONDO:0021147	disorder of development or morphogenesis	Orphanet:2024	None	MONDO:0002507	gingival overgrowth	DOID:0060466	None
MONDO:0016070	hereditary gingival fibromatosis	MONDO:0021147	disorder of development or morphogenesis	Orphanet:2024/inferred	None	MONDO:0002507	gingival overgrowth	DOID:0060466	None
MONDO:0016071	juvenile hyaline fibromatosis	MONDO:0006424	soft tissue neoplasm	Orphanet:2028	None	MONDO:0017127	inherited soft tissue tumor	MONDO:Entailed	None
MONDO:0016071	juvenile hyaline fibromatosis	MONDO:0009229	hyaline fibromatosis syndrome	Orphanet:2028	None	MONDO:0017127	inherited soft tissue tumor	MONDO:Entailed	None
MONDO:0016091	adult Krabbe disease	MONDO:0020143	cerebral lipidosis with dementia	Orphanet:206448	None	MONDO:0009499	Krabbe disease	MONDO:Redundant	None
MONDO:0016167	optic pathway glioma	MONDO:0016749	tumor of cranial and spinal nerves	Orphanet:2086	None	MONDO:0021042	glioma	MONDO:Redundant	None
MONDO:0016167	optic pathway glioma	MONDO:0016749	tumor of cranial and spinal nerves	Orphanet:2086	None	MONDO:0021042	glioma	NCIT:C8567	None
MONDO:0016175	cutis laxa	MONDO:0020159	congenital entropion	Orphanet:209	None	MONDO:0019755	developmental defect during embryogenesis	MONDO:0015332-obsoleted	None
MONDO:0016236	kaposiform hemangioendothelioma	MONDO:0006424	soft tissue neoplasm	Orphanet:2122	None	MONDO:0021121	hemangioendothelioma	MESH:C537007	None
MONDO:0016236	kaposiform hemangioendothelioma	MONDO:0006424	soft tissue neoplasm	Orphanet:2122	None	MONDO:0021121	hemangioendothelioma	NCIT:C27510	None
MONDO:0016242	hemoglobin C disease	MONDO:0002280	anemia	Orphanet:2132	None	MONDO:0019050	inherited hemoglobinopathy	DOID:2859	None
MONDO:0016242	hemoglobin C disease	MONDO:0002280	anemia	Orphanet:2132	None	MONDO:0019050	inherited hemoglobinopathy	MESH:C531699/inferred	None
MONDO:0016242	hemoglobin C disease	MONDO:0002280	anemia	Orphanet:2132	None	MONDO:0019050	inherited hemoglobinopathy	MESH:D006445	None
MONDO:0016242	hemoglobin C disease	MONDO:0002280	anemia	Orphanet:2132	None	MONDO:0019050	inherited hemoglobinopathy	NCIT:C34675	None
MONDO:0016242	hemoglobin C disease	MONDO:0002280	anemia	Orphanet:2132/inferred	None	MONDO:0019050	inherited hemoglobinopathy	DOID:2859	None
MONDO:0016242	hemoglobin C disease	MONDO:0002280	anemia	Orphanet:2132/inferred	None	MONDO:0019050	inherited hemoglobinopathy	MESH:C531699/inferred	None
MONDO:0016242	hemoglobin C disease	MONDO:0002280	anemia	Orphanet:2132/inferred	None	MONDO:0019050	inherited hemoglobinopathy	MESH:D006445	None
MONDO:0016242	hemoglobin C disease	MONDO:0002280	anemia	Orphanet:2132/inferred	None	MONDO:0019050	inherited hemoglobinopathy	NCIT:C34675	None
MONDO:0016243	hemoglobin E disease	MONDO:0002280	anemia	Orphanet:2133	None	MONDO:0019050	inherited hemoglobinopathy	DOID:5379	None
MONDO:0016243	hemoglobin E disease	MONDO:0002280	anemia	Orphanet:2133	None	MONDO:0019050	inherited hemoglobinopathy	NCIT:C35287	None
MONDO:0016243	hemoglobin E disease	MONDO:0002280	anemia	Orphanet:2133/inferred	None	MONDO:0019050	inherited hemoglobinopathy	DOID:5379	None
MONDO:0016243	hemoglobin E disease	MONDO:0002280	anemia	Orphanet:2133/inferred	None	MONDO:0019050	inherited hemoglobinopathy	NCIT:C35287	None
MONDO:0016311	Bockenheimer syndrome	MONDO:0019293	skin vascular disease	Orphanet:217008	None	MONDO:0016230	simple vascular malformation	MONDO:0016232-obsoleted	None
MONDO:0016381	hypertrichosis lanuginosa congenita	MONDO:0019287	ectodermal dysplasia syndrome	Orphanet:2222	None	MONDO:0019280	hypertrichosis	MESH:C538389	None
MONDO:0016396	pontocerebellar hypoplasia type 1	MONDO:0020135	pontocerebellar hypoplasia	Orphanet:2254	None	MONDO:0016113	bulbospinal muscular atrophy	MONDO:0016131-obsoleted	None
MONDO:0016396	pontocerebellar hypoplasia type 1	MONDO:0020135	pontocerebellar hypoplasia	Orphanet:2254	None	MONDO:0016113	bulbospinal muscular atrophy	https://github.com/monarch-initiative/mondo/pull/2571/	None
MONDO:0016396	pontocerebellar hypoplasia type 1	MONDO:0020135	pontocerebellar hypoplasia	Orphanet:2254	None	MONDO:0019502	autosomal recessive non-syndromic intellectual disability	DC-OMIM:614339	None
MONDO:0016469	Ehlers-Danlos syndrome, vascular-like type	MONDO:0020066	Ehlers-Danlos syndrome	Orphanet:230845	None	MONDO:0005385	vascular disorder	MONDO:Redundant	None
MONDO:0016482	silver-Russell syndrome due to maternal uniparental disomy of chromosome 11	MONDO:0008394	Silver-Russell syndrome	Orphanet:231147	None	MONDO:0700086	uniparental disomy	https://orcid.org/0000-0002-4142-7153	None
MONDO:0016511	infectious embryofetopathy	MONDO:0005550	infectious disease	Orphanet:232035	None	MONDO:0019755	developmental defect during embryogenesis	MONDO:0018880-obsoleted	None
MONDO:0016542	immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome	MONDO:0005265	inflammatory bowel disease	Orphanet:238569	None	MONDO:0003778	inborn error of immunity	https://orcid.org/0000-0001-5208-3432	None
MONDO:0016542	immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome	MONDO:0005554	rheumatic disorder	Orphanet:238569	None	MONDO:0003778	inborn error of immunity	https://orcid.org/0000-0001-5208-3432	None
MONDO:0016602	citrin deficiency	MONDO:0015991	citrullinemia	Orphanet:247582	None	MONDO:0800153	urea cycle disorder or inherited hyperammonemia	PMID:33340416	None
MONDO:0016649	Warburg micro syndrome	MONDO:0016073	syndromic microphthalmia	Orphanet:2510	None	MONDO:0006025	autosomal recessive disease	DOID:0060237	None
MONDO:0016649	Warburg micro syndrome	MONDO:0016073	syndromic microphthalmia	Orphanet:2510	None	MONDO:0006025	autosomal recessive disease	MONDO:Redundant	None
MONDO:0016649	Warburg micro syndrome	MONDO:0016073	syndromic microphthalmia	Orphanet:2510	None	MONDO:0018838	lissencephaly spectrum disorders	MONDO:0015147-obsoleted	None
MONDO:0016663	overlapping connective tissue disease	MONDO:0007179	autoimmune disease	Orphanet:251312	None	MONDO:0003900	connective tissue disorder	PMID:22743033	None
MONDO:0016693	subependymal giant cell astrocytoma	MONDO:0016685	low-grade astrocytoma	Orphanet:251618	None	MONDO:0007667	subependymoma	DOID:5077	None
MONDO:0016715	ependymoblastoma	MONDO:0016713	central nervous system Ewing sarcoma/peripheral primitive neuroectodermal tumor	Orphanet:251880	None	MONDO:0000640	central nervous system primitive neuroectodermal neoplasm	DOID:4794	None
MONDO:0016759	pontocerebellar hypoplasia type 2	MONDO:0020135	pontocerebellar hypoplasia	Orphanet:2524	None	MONDO:0016113	bulbospinal muscular atrophy	MONDO:0016131-obsoleted	None
MONDO:0016759	pontocerebellar hypoplasia type 2	MONDO:0020135	pontocerebellar hypoplasia	Orphanet:2524	None	MONDO:0016113	bulbospinal muscular atrophy	https://github.com/monarch-initiative/mondo/pull/2571/	None
MONDO:0016828	autosomal recessive sideroblastic anemia	MONDO:0020099	inherited sideroblastic anemia	Orphanet:260305	None	MONDO:0006025	autosomal recessive disease	MONDO:Redundant	None
MONDO:0016829	familial visceral myopathy	MONDO:0021189	intestinal motility disease	Orphanet:2604	None	MONDO:0020754	visceral myopathy 1	https://github.com/monarch-initiative/mondo/issues/2948	None
MONDO:0016829	familial visceral myopathy	MONDO:0021189	intestinal motility disease	Orphanet:2604	None	MONDO:0020754	visceral myopathy 1	https://orcid.org/0000-0001-5493-2602	None
MONDO:0016982	angiosarcoma	MONDO:0018078	soft tissue sarcoma	Orphanet:263413	None	MONDO:0002095	vascular cancer	MESH:D006394	None
MONDO:0016982	angiosarcoma	MONDO:0018078	soft tissue sarcoma	Orphanet:263413	None	MONDO:0002095	vascular cancer	MONDO:Redundant	None
MONDO:0016982	angiosarcoma	MONDO:0018078	soft tissue sarcoma	Orphanet:263413	None	MONDO:0002095	vascular cancer	NCIT:C3088	None
MONDO:0016989	Fuchs heterochromic iridocyclitis	MONDO:0017634	non-infectious anterior uveitis	Orphanet:263479	None	MONDO:0002254	syndromic disease	DOID:9375	None
MONDO:0017050	intraocular medulloepithelioma	MONDO:0021220	eye neoplasm	Orphanet:268139	None	MONDO:0005564	embryonal neoplasm	NCIT:C66806	None
MONDO:0017124	noma	MONDO:0005113	bacterial infectious disease	Orphanet:2700	None	MONDO:0004848	ulcerative stomatitis	DOID:9672	None
MONDO:0017124	noma	MONDO:0005113	bacterial infectious disease	Orphanet:2700	None	MONDO:0004848	ulcerative stomatitis	NCIT:C34852	None
MONDO:0017169	multiple endocrine neoplasia	MONDO:0015079	multiple polyglandular tumor	Orphanet:276161	None	MONDO:0015356	hereditary neoplastic syndrome	https://orcid.org/0000-0002-0736-9199	None
MONDO:0017169	multiple endocrine neoplasia	MONDO:0015079	multiple polyglandular tumor	Orphanet:276161	None	MONDO:0021635	neurocristopathy	Wikipedia:Neurocristopathy	None
MONDO:0017194	Blount disease	MONDO:0019698	bent bone dysplasia	Orphanet:2768	None	MONDO:0005516	osteochondrodysplasia	DOID:14798	None
MONDO:0017215	calciphylaxis	MONDO:0005385	vascular disorder	Orphanet:280062	None	MONDO:0002123	calcinosis	DOID:4734	None
MONDO:0017215	calciphylaxis	MONDO:0005385	vascular disorder	Orphanet:280062	None	MONDO:0002123	calcinosis	MESH:D002115	None
MONDO:0017215	calciphylaxis	MONDO:0005385	vascular disorder	Orphanet:280062/inferred	None	MONDO:0002123	calcinosis	DOID:4734	None
MONDO:0017215	calciphylaxis	MONDO:0005385	vascular disorder	Orphanet:280062/inferred	None	MONDO:0002123	calcinosis	MESH:D002115	None
MONDO:0017215	calciphylaxis	MONDO:0005385	vascular disorder	Orphanet:280062	None	MONDO:0002254	syndromic disease	NCIT:C84607	None
MONDO:0017215	calciphylaxis	MONDO:0005385	vascular disorder	Orphanet:280062/inferred	None	MONDO:0002254	syndromic disease	NCIT:C84607	None
MONDO:0017227	autoimmune pancreatitis type 1	MONDO:0015175	autoimmune pancreatitis	Orphanet:280302	None	MONDO:0005003	chronic pancreatitis	EFO:1000780	None
MONDO:0017238	hemoglobinopathy Toms River	MONDO:0019050	inherited hemoglobinopathy	Orphanet:280615	None	MONDO:0002280	anemia	MONDO:Redundant	None
MONDO:0017238	hemoglobinopathy Toms River	MONDO:0019050	inherited hemoglobinopathy	Orphanet:280615	None	MONDO:0013511	cyanosis, transient neonatal	MONDO:cjm	None
MONDO:0017295	glycerol kinase deficiency, juvenile form	MONDO:0018459	isolated glycerol kinase deficiency	Orphanet:284411	None	MONDO:0019225	disorder of gluconeogenesis	PMID:33340416	None
MONDO:0017296	glycerol kinase deficiency, adult form	MONDO:0018459	isolated glycerol kinase deficiency	Orphanet:284414	None	MONDO:0019225	disorder of gluconeogenesis	PMID:33340416	None
MONDO:0017312	Perrault syndrome	MONDO:0019852	inherited primary ovarian failure	Orphanet:2855	None	MONDO:0006025	autosomal recessive disease	DOID:0050857	None
MONDO:0017312	Perrault syndrome	MONDO:0019852	inherited primary ovarian failure	Orphanet:2855	None	MONDO:0006025	autosomal recessive disease	MONDO:Redundant	None
MONDO:0017317	phakomatosis pigmentokeratotica	MONDO:0005073	melanocytic nevus	Orphanet:2874	None	MONDO:0042983	neurocutaneous syndrome	MONDO:cjm	None
MONDO:0017318	phakomatosis pigmentovascularis	MONDO:0019289	hyperpigmentation of the skin	Orphanet:2875	None	MONDO:0005328	eye disorder	MONDO:0020222-obsoleted	None
MONDO:0017318	phakomatosis pigmentovascularis	MONDO:0019289	hyperpigmentation of the skin	Orphanet:2875	None	MONDO:0042983	neurocutaneous syndrome	MONDO:cjm	None
MONDO:0017346	Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly	MONDO:0017343	Epstein-Barr virus-associated malignant lymphoproliferative disorder	Orphanet:289661	None	MONDO:0018905	diffuse large B-cell lymphoma	NCIT:C80281	None
MONDO:0017347	plasmablastic lymphoma	MONDO:0017343	Epstein-Barr virus-associated malignant lymphoproliferative disorder	Orphanet:289666	None	MONDO:0018905	diffuse large B-cell lymphoma	MESH:D000069293	None
MONDO:0017347	plasmablastic lymphoma	MONDO:0017343	Epstein-Barr virus-associated malignant lymphoproliferative disorder	Orphanet:289666	None	MONDO:0018905	diffuse large B-cell lymphoma	NCIT:C7224	None
MONDO:0017376	reactive arthritis	MONDO:0005554	rheumatic disorder	Orphanet:29207	None	MONDO:0005578	arthritic joint disease	DOID:6196	None
MONDO:0017376	reactive arthritis	MONDO:0005554	rheumatic disorder	Orphanet:29207	None	MONDO:0005578	arthritic joint disease	EFO:0007460	None
MONDO:0017376	reactive arthritis	MONDO:0005554	rheumatic disorder	Orphanet:29207	None	MONDO:0005578	arthritic joint disease	MESH:D016918/inferred	None
MONDO:0017376	reactive arthritis	MONDO:0005554	rheumatic disorder	Orphanet:29207	None	MONDO:0005578	arthritic joint disease	NCIT:C128332	None
MONDO:0017435	popliteal pterygium syndrome	MONDO:0015225	arthrogryposis syndrome	Orphanet:294963	None	MONDO:0002254	syndromic disease	MONDO:Redundant	None
MONDO:0017435	popliteal pterygium syndrome	MONDO:0015225	arthrogryposis syndrome	Orphanet:294963	None	MONDO:0002254	syndromic disease	NCIT:C118786	None
MONDO:0017569	de Barsy syndrome	MONDO:0019303	premature aging syndrome	Orphanet:2962	None	MONDO:0006025	autosomal recessive disease	https://orcid.org/0000-0002-2825-0621	None
MONDO:0017570	leukocyte adhesion deficiency	MONDO:0015978	functional neutrophil defect	Orphanet:2968	None	MONDO:0006025	autosomal recessive disease	DOID:6612	None
MONDO:0017570	leukocyte adhesion deficiency	MONDO:0015978	functional neutrophil defect	Orphanet:2968	None	MONDO:0006025	autosomal recessive disease	MONDO:Redundant	None
MONDO:0017575	mitochondrial neurogastrointestinal encephalomyopathy	MONDO:0019238	inborn disorder of pyrimidine metabolism	Orphanet:298	None	MONDO:0009637	inborn mitochondrial myopathy	MESH:C537477/inferred	None
MONDO:0017575	mitochondrial neurogastrointestinal encephalomyopathy	MONDO:0019238	inborn disorder of pyrimidine metabolism	Orphanet:298	None	MONDO:0020158	eyelids malposition disorder	MONDO:0020169-obsoleted	None
MONDO:0017598	primary cutaneous anaplastic large cell lymphoma	MONDO:0018897	primary cutaneous CD30+ T-cell lymphoproliferative disease	Orphanet:300865	None	MONDO:0000607	primary cutaneous T-cell non-Hodgkin lymphoma	MESH:D054446	None
MONDO:0017598	primary cutaneous anaplastic large cell lymphoma	MONDO:0018897	primary cutaneous CD30+ T-cell lymphoproliferative disease	Orphanet:300865	None	MONDO:0000607	primary cutaneous T-cell non-Hodgkin lymphoma	NCIT:C6860	None
MONDO:0017598	primary cutaneous anaplastic large cell lymphoma	MONDO:0018897	primary cutaneous CD30+ T-cell lymphoproliferative disease	Orphanet:300865	None	MONDO:0020325	anaplastic large cell lymphoma	NCIT:C6860	None
MONDO:0017640	cyanide-induced parkinsonism	MONDO:0029000	poisoning	Orphanet:306692	None	MONDO:0021095	parkinsonian disorder	MONDO:0017637-obsoleted	None
MONDO:0017683	methylcobalamin deficiency type cblDv1	MONDO:0018964	homocystinuria without methylmalonic aciduria	Orphanet:308380	None	MONDO:0100463	methylmalonic aciduria and/or homocystinuria, cblD type	https://orcid.org/0000-0002-5655-9589	None
MONDO:0017685	vitamin B12-responsive methylmalonic acidemia, type cblDv2	MONDO:0017214	vitamin B12-responsive methylmalonic acidemia	Orphanet:308442	None	MONDO:0100463	methylmalonic aciduria and/or homocystinuria, cblD type	https://orcid.org/0000-0002-5655-9589	None
MONDO:0017691	erythrocyte galactose epimerase deficiency	MONDO:0009257	galactose epimerase deficiency	Orphanet:308473	None	MONDO:0800152	disorder of galactose and fructose metabolism	PMID:33340416	None
MONDO:0017692	generalized galactose epimerase deficiency	MONDO:0009257	galactose epimerase deficiency	Orphanet:308487	None	MONDO:0800152	disorder of galactose and fructose metabolism	PMID:33340416	None
MONDO:0017737	intermediate severe Salla disease	MONDO:0019366	free sialic acid storage disease	Orphanet:309331	None	MONDO:0017706	disorder of carbohydrate transmembrane transport and absorption	PMID:33340416	None
MONDO:0017748	inborn disorder of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation	MONDO:0015286	congenital disorder of glycosylation	Orphanet:309515	None	MONDO:0024321	disorder of GPI anchor biosynthesis	MONDO:cjm	None
MONDO:0017792	7p22.1 microduplication syndrome	MONDO:0016944	partial duplication of the short arm of chromosome 7	Orphanet:314034	None	MONDO:0000508	syndromic intellectual disability	MONDO:Redundant	None
MONDO:0017799	Meigs syndrome	MONDO:0000646	ovarian benign neoplasm	Orphanet:314451	None	MONDO:0021058	neoplastic syndrome	NCIT:C3223	None
MONDO:0017814	primary bone lymphoma	MONDO:0017207	primary organ-specific lymphoma	Orphanet:314684	None	MONDO:0002129	bone cancer	NCIT:C6620	None
MONDO:0017827	malignant peripheral nerve sheath tumor	MONDO:0016749	tumor of cranial and spinal nerves	Orphanet:3148	None	MONDO:0002547	nerve sheath neoplasm	DOID:5940	None
MONDO:0017827	malignant peripheral nerve sheath tumor	MONDO:0016749	tumor of cranial and spinal nerves	Orphanet:3148	None	MONDO:0002547	nerve sheath neoplasm	NCIT:C3798	None
MONDO:0017827	malignant peripheral nerve sheath tumor	MONDO:0016749	tumor of cranial and spinal nerves	Orphanet:3148	None	MONDO:0002547	nerve sheath neoplasm	ONCOTREE:MPNST	None
MONDO:0017827	malignant peripheral nerve sheath tumor	MONDO:0016749	tumor of cranial and spinal nerves	Orphanet:3148	None	MONDO:0021089	peripheral nervous system cancer	MONDO:Redundant	None
MONDO:0017827	malignant peripheral nerve sheath tumor	MONDO:0016749	tumor of cranial and spinal nerves	Orphanet:3148	None	MONDO:0021089	peripheral nervous system cancer	NCIT:C3798	None
MONDO:0017827	malignant peripheral nerve sheath tumor	MONDO:0018078	soft tissue sarcoma	Orphanet:3148	None	MONDO:0002547	nerve sheath neoplasm	DOID:5940	None
MONDO:0017827	malignant peripheral nerve sheath tumor	MONDO:0018078	soft tissue sarcoma	Orphanet:3148	None	MONDO:0002547	nerve sheath neoplasm	NCIT:C3798	None
MONDO:0017827	malignant peripheral nerve sheath tumor	MONDO:0018078	soft tissue sarcoma	Orphanet:3148	None	MONDO:0002547	nerve sheath neoplasm	ONCOTREE:MPNST	None
MONDO:0017827	malignant peripheral nerve sheath tumor	MONDO:0018078	soft tissue sarcoma	Orphanet:3148	None	MONDO:0021089	peripheral nervous system cancer	MONDO:Redundant	None
MONDO:0017827	malignant peripheral nerve sheath tumor	MONDO:0018078	soft tissue sarcoma	Orphanet:3148	None	MONDO:0021089	peripheral nervous system cancer	NCIT:C3798	None
MONDO:0017879	hantavirus pulmonary syndrome	MONDO:0018087	viral hemorrhagic fever	Orphanet:319247	None	MONDO:0002254	syndromic disease	NCIT:C84747	None
MONDO:0017879	hantavirus pulmonary syndrome	MONDO:0018087	viral hemorrhagic fever	Orphanet:319247	None	MONDO:0005780	hantavirus infectious disease	MESH:D018804	None
MONDO:0017879	hantavirus pulmonary syndrome	MONDO:0018087	viral hemorrhagic fever	Orphanet:319247	None	MONDO:0005780	hantavirus infectious disease	MONDO:Redundant	None
MONDO:0017879	hantavirus pulmonary syndrome	MONDO:0018087	viral hemorrhagic fever	Orphanet:319247	None	MONDO:0005780	hantavirus infectious disease	NCIT:C84747	None
MONDO:0017895	familial papillary or follicular thyroid carcinoma	MONDO:0017896	familial nonmedullary thyroid carcinoma	Orphanet:319487	None	MONDO:0015447	differentiated thyroid carcinoma	NCIT:C118829	None
MONDO:0017904	steroid dehydrogenase deficiency-dental anomalies syndrome	MONDO:0005066	metabolic disease	Orphanet:3196	None	MONDO:0021147	disorder of development or morphogenesis	MONDO:Redundant	None
MONDO:0017939	minicore myopathy	MONDO:0018948	multiminicore myopathy	Orphanet:324604	None	MONDO:0100493	autosomal recessive titinopathy	https://clinicalgenome.org/affiliation/40031/	None
MONDO:0017941	chikungunya	MONDO:0018093	arbovirus fever	Orphanet:324625	None	MONDO:0100120	vector-borne disease	https://www.who.int/news-room/fact-sheets/detail/vector-borne-diseases	None
MONDO:0017973	non-classic congenital lipoid adrenal hyperplasia due to STAR deficency	MONDO:0008725	congenital lipoid adrenal hyperplasia due to STAR deficency	Orphanet:325529	None	MONDO:0005372	male infertility	MONDO:0018387-obsoleted	None
MONDO:0017973	non-classic congenital lipoid adrenal hyperplasia due to STAR deficency	MONDO:0008725	congenital lipoid adrenal hyperplasia due to STAR deficency	Orphanet:325529	None	MONDO:0005372	male infertility	MONDO:0018406-obsoleted	None
MONDO:0017991	Takayasu arteritis	MONDO:0015236	aortic arch defects	Orphanet:99079	None	MONDO:0043494	arteritis	EFO:1001857	None
MONDO:0017991	Takayasu arteritis	MONDO:0015236	aortic arch defects	Orphanet:99079	None	MONDO:0043494	arteritis	MESH:D013625	None
MONDO:0017991	Takayasu arteritis	MONDO:0015236	aortic arch defects	Orphanet:99079	None	MONDO:0043494	arteritis	NCIT:C35062	None
MONDO:0018017	goblet cell carcinoma	MONDO:0015066	neuroendocrine tumor of the appendix, well differentiated, low or intermediate grade	Orphanet:329984	None	MONDO:0021659	combined carcinoid and adenocarcinoma	NCIT:C3689	None
MONDO:0018034	thalidomide embryopathy	MONDO:0016677	toxic or drug-related embryofetopathy	Orphanet:3312	None	MONDO:0002254	syndromic disease	MONDO:Redundant	None
MONDO:0018034	thalidomide embryopathy	MONDO:0016677	toxic or drug-related embryofetopathy	Orphanet:3312	None	MONDO:0002254	syndromic disease	NCIT:C99082	None
MONDO:0018066	trisomy X	MONDO:0019852	inherited primary ovarian failure	Orphanet:3375	None	MONDO:0002254	syndromic disease	MONDO:cjm	None
MONDO:0018066	trisomy X	MONDO:0019852	inherited primary ovarian failure	Orphanet:3375	None	MONDO:0002254	syndromic disease	NCIT:C129718	None
MONDO:0018066	trisomy X	MONDO:0019852	inherited primary ovarian failure	Orphanet:3375	None	MONDO:0700065	trisomy	https://orcid.org/0000-0002-4142-7153	None
MONDO:0018072	persistent truncus arteriosus	MONDO:0016581	conotruncal heart malformations	Orphanet:3384	None	MONDO:0005453	congenital heart disease	NCIT:C98880	None
MONDO:0018089	double outlet right ventricle	MONDO:0016581	conotruncal heart malformations	Orphanet:3426	None	MONDO:0002070	ventricular septal defect	DOID:6406	None
MONDO:0018106	hereditary xanthinuria	MONDO:0019236	inborn disorder of purine metabolism	Orphanet:3467	None	MONDO:0000721	xanthinuria	MONDO:Redundant	None
